#{"t_start": 1716476490.580547, "env_id": "None"}
r,l,t
0.0,30,3352.147687
0.0,30,3352.147693
0.0,30,3352.147699
0.0,30,3352.147704
0.0,30,3352.14771
0.0,30,3352.147715
0.0,30,3352.532691
0.0,30,3352.532756
0.0,30,3352.532769
0.0,30,3352.532776
0.0,30,3352.532783
0.0,30,3352.532788
0.0,30,3352.532794
0.0,30,3352.5328
0.0,30,3352.737568
0.0,30,3352.737621
0.0,30,3352.737633
0.0,30,3352.73764
0.0,30,3352.737647
0.0,30,3352.737653
0.0,30,3352.737658
0.0,30,3352.737663
0.0,30,3352.916412
0.0,30,3352.916473
0.0,30,3352.916484
0.0,30,3352.916491
0.0,30,3352.916496
0.0,30,3352.916504
0.0,30,3352.916509
0.0,30,3352.916514
0.0,30,3353.12349
0.0,30,3353.123553
0.0,30,3353.123567
0.0,30,3353.123576
0.0,30,3353.123584
0.0,30,3353.123591
0.0,30,3353.123598
0.0,30,3353.123604
0.0,30,3353.404671
0.0,30,3353.404731
0.0,30,3353.404742
0.0,30,3353.404749
0.0,30,3353.404755
0.0,30,3353.404761
0.0,30,3353.404767
0.0,30,3353.404772
0.0,30,3353.603904
0.0,30,3353.60396
0.0,30,3353.603974
0.0,30,3353.603981
0.0,30,3353.603987
0.0,30,3353.603994
0.0,30,3353.603999
0.0,30,3353.604004
0.0,30,3353.814355
0.0,30,3353.814423
0.0,30,3353.814436
0.0,30,3353.814442
0.0,30,3353.814448
0.0,30,3353.814454
0.0,30,3353.814459
0.0,30,3353.814465
0.0,30,3354.02261
0.0,30,3354.022666
0.0,30,3354.022676
0.0,30,3354.022683
0.0,30,3354.022689
0.0,30,3354.022694
0.0,30,3354.022699
0.0,30,3354.022704
0.0,30,3354.209477
0.0,30,3354.209539
0.0,30,3354.20955
0.0,30,3354.209557
0.0,30,3354.209562
0.0,30,3354.209568
0.0,30,3354.209573
0.0,30,3354.209578
0.0,30,3354.400015
0.0,30,3354.400082
0.0,30,3354.400097
0.0,30,3354.400105
0.0,30,3354.400111
0.0,30,3354.400117
0.0,30,3354.400122
0.0,30,3354.400128
0.0,30,3354.575956
0.0,30,3354.576016
0.0,30,3354.576027
0.0,30,3354.576033
0.0,30,3354.576043
0.0,30,3354.576049
0.0,30,3354.576054
0.0,30,3354.576059
0.0,30,3354.731653
0.0,30,3354.731701
0.0,30,3354.731711
0.0,30,3354.731718
0.0,30,3354.731724
0.0,30,3354.731729
0.0,30,3354.731735
0.0,30,3354.73174
0.0,30,3354.904506
0.0,30,3354.904896
0.0,30,3354.904925
0.0,30,3354.904938
0.0,30,3354.904945
0.0,30,3354.904951
0.0,30,3354.904957
0.0,30,3354.904962
0.0,30,3355.117936
0.0,30,3355.117991
0.0,30,3355.118003
0.0,30,3355.11801
0.0,30,3355.118016
0.0,30,3355.118021
0.0,30,3355.118026
0.0,30,3355.118031
0.0,30,3355.30574
0.0,30,3355.305802
0.0,30,3355.305813
0.0,30,3355.305819
0.0,30,3355.305825
0.0,30,3355.305831
0.0,30,3355.305836
0.0,30,3355.305842
0.0,30,3355.488027
0.0,30,3355.488081
0.0,30,3355.488091
0.0,30,3355.488098
0.0,30,3355.488104
0.0,30,3355.488109
0.0,30,3355.488115
0.0,30,3355.488121
0.0,30,3355.68862
0.0,30,3355.688674
0.0,30,3355.688684
0.0,30,3355.688691
0.0,30,3355.688701
0.0,30,3355.688706
0.0,30,3355.688712
0.0,30,3355.688717
0.0,30,3355.887273
0.0,30,3355.88732
0.0,30,3355.887331
0.0,30,3355.887338
0.0,30,3355.887344
0.0,30,3355.88735
0.0,30,3355.887356
0.0,30,3355.887361
0.0,30,3356.073434
0.0,30,3356.073485
0.0,30,3356.073495
0.0,30,3356.073502
0.0,30,3356.073508
0.0,30,3356.073513
0.0,30,3356.073519
0.0,30,3356.073524
0.0,30,3356.254861
0.0,30,3356.254913
0.0,30,3356.254927
0.0,30,3356.254934
0.0,30,3356.25494
0.0,30,3356.254946
0.0,30,3356.254951
0.0,30,3356.254956
0.0,30,3356.428101
0.0,30,3356.428153
0.0,30,3356.428163
0.0,30,3356.428169
0.0,30,3356.428175
0.0,30,3356.428181
0.0,30,3356.428186
0.0,30,3356.428192
0.0,30,3356.59144
0.0,30,3356.591492
0.0,30,3356.591502
0.0,30,3356.591509
0.0,30,3356.591514
0.0,30,3356.59152
0.0,30,3356.591525
0.0,30,3356.59153
0.0,30,3356.744321
0.0,30,3356.744378
0.0,30,3356.744389
0.0,30,3356.744395
0.0,30,3356.744401
0.0,30,3356.744407
0.0,30,3356.744412
0.0,30,3356.744417
0.0,30,3356.892947
0.0,30,3356.892997
0.0,30,3356.893007
0.0,30,3356.893013
0.0,30,3356.893024
0.0,30,3356.893029
0.0,30,3356.893035
0.0,30,3356.893043
0.0,30,3357.049059
0.0,30,3357.049119
0.0,30,3357.049132
0.0,30,3357.049139
0.0,30,3357.049145
0.0,30,3357.049151
0.0,30,3357.049163
0.0,30,3357.04917
0.0,30,3357.25577
0.0,30,3357.255824
0.0,30,3357.255835
0.0,30,3357.255842
0.0,30,3357.255849
0.0,30,3357.255856
0.0,30,3357.255862
0.0,30,3357.255872
0.0,30,3357.443519
0.0,30,3357.443572
0.0,30,3357.443583
0.0,30,3357.44359
0.0,30,3357.443596
0.0,30,3357.443602
0.0,30,3357.443607
0.0,30,3357.443612
0.0,30,3357.667057
0.0,30,3357.66711
0.0,30,3357.66712
0.0,30,3357.667127
0.0,30,3357.667133
0.0,30,3357.667138
0.0,30,3357.667144
0.0,30,3357.667149
0.0,30,3357.879855
0.0,30,3357.879921
0.0,30,3357.879932
0.0,30,3357.879938
0.0,30,3357.879944
0.0,30,3357.87995
0.0,30,3357.879956
0.0,30,3357.879962
0.0,30,3358.063619
0.0,30,3358.063676
0.0,30,3358.063687
0.0,30,3358.063694
0.0,30,3358.0637
0.0,30,3358.063706
0.0,30,3358.063712
0.0,30,3358.063717
0.0,30,3358.247602
0.0,30,3358.247665
0.0,30,3358.247679
0.0,30,3358.247686
0.0,30,3358.247693
0.0,30,3358.247699
0.0,30,3358.247705
0.0,30,3358.247711
0.0,30,3358.467393
0.0,30,3358.467449
0.0,30,3358.467462
0.0,30,3358.467468
0.0,30,3358.467475
0.0,30,3358.46748
0.0,30,3358.467486
0.0,30,3358.467491
0.0,30,3358.649348
0.0,30,3358.649408
0.0,30,3358.649417
0.0,30,3358.649424
0.0,30,3358.649429
0.0,30,3358.649435
0.0,30,3358.64944
0.0,30,3358.649445
0.0,30,3358.839436
0.0,30,3358.83949
0.0,30,3358.8395
0.0,30,3358.839515
0.0,30,3358.839521
0.0,30,3358.839526
0.0,30,3358.839531
0.0,30,3358.839536
0.0,30,3359.061998
0.0,30,3359.062046
0.0,30,3359.062056
0.0,30,3359.062063
0.0,30,3359.062069
0.0,30,3359.062074
0.0,30,3359.06208
0.0,30,3359.062085
0.0,30,3359.264626
0.0,30,3359.264686
0.0,30,3359.264696
0.0,30,3359.264703
0.0,30,3359.264715
0.0,30,3359.264723
0.0,30,3359.26473
0.0,30,3359.264736
0.0,30,3359.452228
0.0,30,3359.4523
0.0,30,3359.452322
0.0,30,3359.452332
0.0,30,3359.452339
0.0,30,3359.452346
0.0,30,3359.452352
0.0,30,3359.452357
0.0,30,3359.66632
0.0,30,3359.666384
0.0,30,3359.666399
0.0,30,3359.666408
0.0,30,3359.666414
0.0,30,3359.66642
0.0,30,3359.666426
0.0,30,3359.666431
0.0,30,3359.846709
0.0,30,3359.846763
0.0,30,3359.846775
0.0,30,3359.846782
0.0,30,3359.846788
0.0,30,3359.846794
0.0,30,3359.8468
0.0,30,3359.846806
0.0,30,3360.058889
0.0,30,3360.058941
0.0,30,3360.058951
0.0,30,3360.058958
0.0,30,3360.058964
0.0,30,3360.058969
0.0,30,3360.058978
0.0,30,3360.058983
0.0,30,3360.238181
0.0,30,3360.238237
0.0,30,3360.238247
0.0,30,3360.238253
0.0,30,3360.238259
0.0,30,3360.238264
0.0,30,3360.23827
0.0,30,3360.238275
0.0,30,3360.454018
0.0,30,3360.454201
0.0,30,3360.454218
0.0,30,3360.454225
0.0,30,3360.454246
0.0,30,3360.454251
0.0,30,3360.454257
0.0,30,3360.454262
0.0,30,3360.64231
0.0,30,3360.642367
0.0,30,3360.642378
0.0,30,3360.642386
0.0,30,3360.642393
0.0,30,3360.642399
0.0,30,3360.642404
0.0,30,3360.64241
0.0,30,3360.843563
0.0,30,3360.843633
0.0,30,3360.843644
0.0,30,3360.843651
0.0,30,3360.843656
0.0,30,3360.843662
0.0,30,3360.843667
0.0,30,3360.843672
0.0,30,3361.045761
0.0,30,3361.045811
0.0,30,3361.045822
0.0,30,3361.045829
0.0,30,3361.045834
0.0,30,3361.04584
0.0,30,3361.045845
0.0,30,3361.045851
0.0,30,3361.24126
0.0,30,3361.241323
0.0,30,3361.241339
0.0,30,3361.241347
0.0,30,3361.241353
0.0,30,3361.241359
0.0,30,3361.241364
0.0,30,3361.241369
0.0,30,3361.461615
0.0,30,3361.461706
0.0,30,3361.461723
0.0,30,3361.461733
0.0,30,3361.46174
0.0,30,3361.461753
0.0,30,3361.461758
0.0,30,3361.461764
0.0,30,3361.650649
0.0,30,3361.650706
0.0,30,3361.650722
0.0,30,3361.650728
0.0,30,3361.650734
0.0,30,3361.65074
0.0,30,3361.650745
0.0,30,3361.65075
0.0,30,3361.847893
0.0,30,3361.847975
0.0,30,3361.847997
0.0,30,3361.848005
0.0,30,3361.848016
0.0,30,3361.848022
0.0,30,3361.848028
0.0,30,3361.848033
0.0,30,3363.740959
0.0,30,3363.741024
0.0,30,3363.741034
0.0,30,3363.741041
0.0,30,3363.741047
0.0,30,3363.741052
0.0,30,3363.741057
0.0,30,3363.741062
0.0,30,3363.875489
0.0,30,3363.87556
0.0,30,3363.875573
0.0,30,3363.875581
0.0,30,3363.875587
0.0,30,3363.875593
0.0,30,3363.875602
0.0,30,3363.875608
0.0,30,3364.000781
0.0,30,3364.000837
0.0,30,3364.000849
0.0,30,3364.000858
0.0,30,3364.000864
0.0,30,3364.00087
0.0,30,3364.000876
0.0,30,3364.000882
0.0,30,3364.125211
0.0,30,3364.125258
0.0,30,3364.125267
0.0,30,3364.125273
0.0,30,3364.125279
0.0,30,3364.125284
0.0,30,3364.125289
0.0,30,3364.125294
0.0,30,3364.232737
0.0,30,3364.232797
0.0,30,3364.232809
0.0,30,3364.232816
0.0,30,3364.232823
0.0,30,3364.232828
0.0,30,3364.232833
0.0,30,3364.232838
0.0,30,3364.328255
0.0,30,3364.328307
0.0,30,3364.328318
0.0,30,3364.328325
0.0,30,3364.328331
0.0,30,3364.328336
0.0,30,3364.328342
0.0,30,3364.328347
0.0,30,3364.432958
0.0,30,3364.433013
0.0,30,3364.433026
0.0,30,3364.433032
0.0,30,3364.433038
0.0,30,3364.433043
0.0,30,3364.433051
0.0,30,3364.433056
0.0,30,3364.540319
0.0,30,3364.540371
0.0,30,3364.540381
0.0,30,3364.540388
0.0,30,3364.540394
0.0,30,3364.540399
0.0,30,3364.540405
0.0,30,3364.54041
0.0,30,3364.637591
0.0,30,3364.637647
0.0,30,3364.637658
0.0,30,3364.637664
0.0,30,3364.63767
0.0,30,3364.637676
0.0,30,3364.637681
0.0,30,3364.637686
0.0,30,3364.723814
0.0,30,3364.723869
0.0,30,3364.72388
0.0,30,3364.723889
0.0,30,3364.723896
0.0,30,3364.723902
0.0,30,3364.723907
0.0,30,3364.723913
0.0,30,3364.810421
0.0,30,3364.810472
0.0,30,3364.810482
0.0,30,3364.810489
0.0,30,3364.810495
0.0,30,3364.8105
0.0,30,3364.810505
0.0,30,3364.810511
0.0,30,3364.897683
0.0,30,3364.897729
0.0,30,3364.897739
0.0,30,3364.897746
0.0,30,3364.897752
0.0,30,3364.897757
0.0,30,3364.897764
0.0,30,3364.897769
0.0,30,3364.992367
0.0,30,3364.992416
0.0,30,3364.992426
0.0,30,3364.992433
0.0,30,3364.992439
0.0,30,3364.992444
0.0,30,3364.992449
0.0,30,3364.992454
0.0,30,3365.07898
0.0,30,3365.079032
0.0,30,3365.079042
0.0,30,3365.079049
0.0,30,3365.079055
0.0,30,3365.07906
0.0,30,3365.079065
0.0,30,3365.079075
0.0,30,3365.165901
0.0,30,3365.165953
0.0,30,3365.165965
0.0,30,3365.165972
0.0,30,3365.165978
0.0,30,3365.165984
0.0,30,3365.165989
0.0,30,3365.165994
0.0,30,3365.24822
0.0,30,3365.248268
0.0,30,3365.248277
0.0,30,3365.248284
0.0,30,3365.24829
0.0,30,3365.248295
0.0,30,3365.2483
0.0,30,3365.248306
0.0,30,3365.330003
0.0,30,3365.330035
0.0,30,3365.330043
0.0,30,3365.33005
0.0,30,3365.330056
0.0,30,3365.330061
0.0,30,3365.330067
0.0,30,3365.330072
0.0,30,3365.415525
0.0,30,3365.415576
0.0,30,3365.415587
0.0,30,3365.415593
0.0,30,3365.415599
0.0,30,3365.415605
0.0,30,3365.41561
0.0,30,3365.415616
0.0,30,3365.500652
0.0,30,3365.500702
0.0,30,3365.500712
0.0,30,3365.50072
0.0,30,3365.500726
0.0,30,3365.500732
0.0,30,3365.500737
0.0,30,3365.500742
0.0,30,3365.602392
0.0,30,3365.602452
0.0,30,3365.602463
0.0,30,3365.60247
0.0,30,3365.602476
0.0,30,3365.602482
0.0,30,3365.602487
0.0,30,3365.602493
0.0,30,3365.711173
0.0,30,3365.711221
0.0,30,3365.711231
0.0,30,3365.711238
0.0,30,3365.711244
0.0,30,3365.71125
0.0,30,3365.711255
0.0,30,3365.71126
0.0,30,3365.812205
0.0,30,3365.81226
0.0,30,3365.812271
0.0,30,3365.812278
0.0,30,3365.812284
0.0,30,3365.812289
0.0,30,3365.812294
0.0,30,3365.812299
0.0,30,3365.918439
0.0,30,3365.918496
0.0,30,3365.918516
0.0,30,3365.918526
0.0,30,3365.918533
0.0,30,3365.91854
0.0,30,3365.91855
0.0,30,3365.918557
0.0,30,3366.025265
0.0,30,3366.025317
0.0,30,3366.025327
0.0,30,3366.025334
0.0,30,3366.02534
0.0,30,3366.025346
0.0,30,3366.025351
0.0,30,3366.025356
0.0,30,3366.131114
0.0,30,3366.131169
0.0,30,3366.13118
0.0,30,3366.131188
0.0,30,3366.131194
0.0,30,3366.131199
0.0,30,3366.131204
0.0,30,3366.13121
0.0,30,3366.22817
0.0,30,3366.228225
0.0,30,3366.228236
0.0,30,3366.228242
0.0,30,3366.228248
0.0,30,3366.228254
0.0,30,3366.228259
0.0,30,3366.228264
0.0,30,3366.32374
0.0,30,3366.323803
0.0,30,3366.323817
0.0,30,3366.323825
0.0,30,3366.323831
0.0,30,3366.323837
0.0,30,3366.323842
0.0,30,3366.323848
0.0,30,3366.413776
0.0,30,3366.413834
0.0,30,3366.413844
0.0,30,3366.413851
0.0,30,3366.413857
0.0,30,3366.413862
0.0,30,3366.413867
0.0,30,3366.413873
0.0,30,3366.497788
0.0,30,3366.497827
0.0,30,3366.497836
0.0,30,3366.497842
0.0,30,3366.497848
0.0,30,3366.497854
0.0,30,3366.497859
0.0,30,3366.497865
0.0,30,3366.588393
0.0,30,3366.588535
0.0,30,3366.588548
0.0,30,3366.588555
0.0,30,3366.588561
0.0,30,3366.588567
0.0,30,3366.588572
0.0,30,3366.588577
0.0,30,3366.670694
0.0,30,3366.670746
0.0,30,3366.670756
0.0,30,3366.670762
0.0,30,3366.670768
0.0,30,3366.670774
0.0,30,3366.670779
0.0,30,3366.670784
0.0,30,3366.752418
0.0,30,3366.752455
0.0,30,3366.752464
0.0,30,3366.75247
0.0,30,3366.752476
0.0,30,3366.752481
0.0,30,3366.752486
0.0,30,3366.752491
0.0,30,3366.838347
0.0,30,3366.838396
0.0,30,3366.838405
0.0,30,3366.838412
0.0,30,3366.838418
0.0,30,3366.838423
0.0,30,3366.838428
0.0,30,3366.838433
0.0,30,3366.926318
0.0,30,3366.926369
0.0,30,3366.926379
0.0,30,3366.926385
0.0,30,3366.92639
0.0,30,3366.926396
0.0,30,3366.926401
0.0,30,3366.926406
0.0,30,3367.009976
0.0,30,3367.010026
0.0,30,3367.010036
0.0,30,3367.010042
0.0,30,3367.010048
0.0,30,3367.010054
0.0,30,3367.010059
0.0,30,3367.010064
0.0,30,3367.095234
0.0,30,3367.09529
0.0,30,3367.0953
0.0,30,3367.095306
0.0,30,3367.095315
0.0,30,3367.095322
0.0,30,3367.095327
0.0,30,3367.095332
0.0,30,3367.176659
0.0,30,3367.176704
0.0,30,3367.176713
0.0,30,3367.176727
0.0,30,3367.176734
0.0,30,3367.176739
0.0,30,3367.176744
0.0,30,3367.176749
0.0,30,3367.260567
0.0,30,3367.260618
0.0,30,3367.260629
0.0,30,3367.260635
0.0,30,3367.260641
0.0,30,3367.260647
0.0,30,3367.260652
0.0,30,3367.260657
0.0,30,3367.343533
0.0,30,3367.343594
0.0,30,3367.343604
0.0,30,3367.343611
0.0,30,3367.343617
0.0,30,3367.343622
0.0,30,3367.343627
0.0,30,3367.343632
0.0,30,3367.429135
0.0,30,3367.429186
0.0,30,3367.429196
0.0,30,3367.429203
0.0,30,3367.429209
0.0,30,3367.429214
0.0,30,3367.429219
0.0,30,3367.429224
0.0,30,3367.515389
0.0,30,3367.515443
0.0,30,3367.515452
0.0,30,3367.515459
0.0,30,3367.515465
0.0,30,3367.515471
0.0,30,3367.515476
0.0,30,3367.51548
0.0,30,3367.601634
0.0,30,3367.601691
0.0,30,3367.601703
0.0,30,3367.601712
0.0,30,3367.601719
0.0,30,3367.601725
0.0,30,3367.601731
0.0,30,3367.601736
0.0,30,3367.687633
0.0,30,3367.687687
0.0,30,3367.687698
0.0,30,3367.687704
0.0,30,3367.68771
0.0,30,3367.687716
0.0,30,3367.687721
0.0,30,3367.687726
0.0,30,3367.773558
0.0,30,3367.773608
0.0,30,3367.773618
0.0,30,3367.773624
0.0,30,3367.773639
0.0,30,3367.773645
0.0,30,3367.77365
0.0,30,3367.773655
0.0,30,3367.860459
0.0,30,3367.860513
0.0,30,3367.860525
0.0,30,3367.860534
0.0,30,3367.860541
0.0,30,3367.860548
0.0,30,3367.860554
0.0,30,3367.860559
0.0,30,3367.948209
0.0,30,3367.948257
0.0,30,3367.948268
0.0,30,3367.948275
0.0,30,3367.94828
0.0,30,3367.948286
0.0,30,3367.948294
0.0,30,3367.948302
0.0,30,3368.046568
0.0,30,3368.046614
0.0,30,3368.046625
0.0,30,3368.046632
0.0,30,3368.046638
0.0,30,3368.046643
0.0,30,3368.046648
0.0,30,3368.046654
0.0,30,3368.14412
0.0,30,3368.144177
0.0,30,3368.144188
0.0,30,3368.144195
0.0,30,3368.1442
0.0,30,3368.144206
0.0,30,3368.144211
0.0,30,3368.144216
0.0,30,3368.246397
0.0,30,3368.246448
0.0,30,3368.246458
0.0,30,3368.246464
0.0,30,3368.24647
0.0,30,3368.246476
0.0,30,3368.246481
0.0,30,3368.246486
0.0,30,3368.346058
0.0,30,3368.34611
0.0,30,3368.346121
0.0,30,3368.346128
0.0,30,3368.346134
0.0,30,3368.346139
0.0,30,3368.346144
0.0,30,3368.346149
0.0,30,3368.447347
0.0,30,3368.447402
0.0,30,3368.447412
0.0,30,3368.447418
0.0,30,3368.447424
0.0,30,3368.44743
0.0,30,3368.447435
0.0,30,3368.44744
0.0,30,3368.535445
0.0,30,3368.53549
0.0,30,3368.535499
0.0,30,3368.535506
0.0,30,3368.535511
0.0,30,3368.535517
0.0,30,3368.535521
0.0,30,3368.535528
0.0,30,3368.620037
0.0,30,3368.620089
0.0,30,3368.620098
0.0,30,3368.620105
0.0,30,3368.620111
0.0,30,3368.620116
0.0,30,3368.620121
0.0,30,3368.620127
0.0,30,3368.705228
0.0,30,3368.705287
0.0,30,3368.705297
0.0,30,3368.705303
0.0,30,3368.705309
0.0,30,3368.705315
0.0,30,3368.70532
0.0,30,3368.705325
0.0,30,3368.787349
0.0,30,3368.787409
0.0,30,3368.78742
0.0,30,3368.787426
0.0,30,3368.787432
0.0,30,3368.787439
0.0,30,3368.787445
0.0,30,3368.787451
0.0,30,3368.873743
0.0,30,3368.873797
0.0,30,3368.873807
0.0,30,3368.873813
0.0,30,3368.873819
0.0,30,3368.873824
0.0,30,3368.87383
0.0,30,3368.873835
0.0,30,3368.957275
0.0,30,3368.957335
0.0,30,3368.957351
0.0,30,3368.957358
0.0,30,3368.957364
0.0,30,3368.957369
0.0,30,3368.957375
0.0,30,3368.95738
0.0,30,3369.040735
0.0,30,3369.040779
0.0,30,3369.040789
0.0,30,3369.040795
0.0,30,3369.040801
0.0,30,3369.040807
0.0,30,3369.040812
0.0,30,3369.040817
0.0,30,3369.132542
0.0,30,3369.132598
0.0,30,3369.132608
0.0,30,3369.132614
0.0,30,3369.13262
0.0,30,3369.132625
0.0,30,3369.13263
0.0,30,3369.132636
0.0,30,3369.21652
0.0,30,3369.216565
0.0,30,3369.216574
0.0,30,3369.216581
0.0,30,3369.216586
0.0,30,3369.216592
0.0,30,3369.216597
0.0,30,3369.216602
0.0,30,3369.297949
0.0,30,3369.297974
0.0,30,3369.297982
0.0,30,3369.297988
0.0,30,3369.297994
0.0,30,3369.297999
0.0,30,3369.298004
0.0,30,3369.298009
0.0,30,3369.383348
0.0,30,3369.383399
0.0,30,3369.383409
0.0,30,3369.383415
0.0,30,3369.383421
0.0,30,3369.383426
0.0,30,3369.383431
0.0,30,3369.383436
0.0,30,3369.464368
0.0,30,3369.464398
0.0,30,3369.464407
0.0,30,3369.464413
0.0,30,3369.464419
0.0,30,3369.464424
0.0,30,3369.464429
0.0,30,3369.464433
0.0,30,3369.544903
0.0,30,3369.544926
0.0,30,3369.544934
0.0,30,3369.54494
0.0,30,3369.544945
0.0,30,3369.544951
0.0,30,3369.544964
0.0,30,3369.544969
0.0,30,3369.627027
0.0,30,3369.627052
0.0,30,3369.627061
0.0,30,3369.627067
0.0,30,3369.627073
0.0,30,3369.627079
0.0,30,3369.627085
0.0,30,3369.62709
0.0,30,3369.709298
0.0,30,3369.709346
0.0,30,3369.709369
0.0,30,3369.709376
0.0,30,3369.709382
0.0,30,3369.709387
0.0,30,3369.709392
0.0,30,3369.709406
0.0,30,3369.791006
0.0,30,3369.791056
0.0,30,3369.791065
0.0,30,3369.791071
0.0,30,3369.791077
0.0,30,3369.791082
0.0,30,3369.791087
0.0,30,3369.791092
0.0,30,3369.875535
0.0,30,3369.875577
0.0,30,3369.875586
0.0,30,3369.875592
0.0,30,3369.875597
0.0,30,3369.875603
0.0,30,3369.875608
0.0,30,3369.875613
0.0,30,3369.955817
0.0,30,3369.955848
0.0,30,3369.955856
0.0,30,3369.955863
0.0,30,3369.955869
0.0,30,3369.955874
0.0,30,3369.955879
0.0,30,3369.955884
0.0,30,3370.038748
0.0,30,3370.038795
0.0,30,3370.038805
0.0,30,3370.038811
0.0,30,3370.038816
0.0,30,3370.038822
0.0,30,3370.038827
0.0,30,3370.038831
0.0,30,3370.122556
0.0,30,3370.12261
0.0,30,3370.122619
0.0,30,3370.122625
0.0,30,3370.122631
0.0,30,3370.122636
0.0,30,3370.122641
0.0,30,3370.122646
0.0,30,3370.209996
0.0,30,3370.210047
0.0,30,3370.210058
0.0,30,3370.210065
0.0,30,3370.210071
0.0,30,3370.210076
0.0,30,3370.210081
0.0,30,3370.210086
0.0,30,3370.294308
0.0,30,3370.294357
0.0,30,3370.294366
0.0,30,3370.294372
0.0,30,3370.294378
0.0,30,3370.294384
0.0,30,3370.294389
0.0,30,3370.294393
0.0,30,3370.393178
0.0,30,3370.393223
0.0,30,3370.393233
0.0,30,3370.39324
0.0,30,3370.393246
0.0,30,3370.393252
0.0,30,3370.393257
0.0,30,3370.393263
0.0,30,3370.49177
0.0,30,3370.491819
0.0,30,3370.49183
0.0,30,3370.491836
0.0,30,3370.491842
0.0,30,3370.491848
0.0,30,3370.491853
0.0,30,3370.491858
0.0,30,3370.58641
0.0,30,3370.586461
0.0,30,3370.586471
0.0,30,3370.586477
0.0,30,3370.586484
0.0,30,3370.586489
0.0,30,3370.586494
0.0,30,3370.586499
0.0,30,3370.682633
0.0,30,3370.682695
0.0,30,3370.682706
0.0,30,3370.682713
0.0,30,3370.682719
0.0,30,3370.682725
0.0,30,3370.68273
0.0,30,3370.682736
0.0,30,3370.783087
0.0,30,3370.783143
0.0,30,3370.783153
0.0,30,3370.78316
0.0,30,3370.783166
0.0,30,3370.783171
0.0,30,3370.783176
0.0,30,3370.783181
0.0,30,3370.878416
0.0,30,3370.878471
0.0,30,3370.878482
0.0,30,3370.878489
0.0,30,3370.878495
0.0,30,3370.8785
0.0,30,3370.878506
0.0,30,3370.878511
0.0,30,3370.963157
0.0,30,3370.963196
0.0,30,3370.963206
0.0,30,3370.963212
0.0,30,3370.963218
0.0,30,3370.963224
0.0,30,3370.963229
0.0,30,3370.963234
0.0,30,3371.043584
0.0,30,3371.043608
0.0,30,3371.043617
0.0,30,3371.043623
0.0,30,3371.043628
0.0,30,3371.043634
0.0,30,3371.043638
0.0,30,3371.043643
0.0,30,3371.123158
0.0,30,3371.123184
0.0,30,3371.123192
0.0,30,3371.123198
0.0,30,3371.123203
0.0,30,3371.123209
0.0,30,3371.123214
0.0,30,3371.123219
0.0,30,3371.202663
0.0,30,3371.202683
0.0,30,3371.20269
0.0,30,3371.202697
0.0,30,3371.202703
0.0,30,3371.202708
0.0,30,3371.202713
0.0,30,3371.202718
0.0,30,3371.282383
0.0,30,3371.282402
0.0,30,3371.28241
0.0,30,3371.282416
0.0,30,3371.282422
0.0,30,3371.282427
0.0,30,3371.282432
0.0,30,3371.282446
0.0,30,3371.364511
0.0,30,3371.364554
0.0,30,3371.364563
0.0,30,3371.364569
0.0,30,3371.364575
0.0,30,3371.364583
0.0,30,3371.364588
0.0,30,3371.364592
0.0,30,3371.447127
0.0,30,3371.447181
0.0,30,3371.447192
0.0,30,3371.447199
0.0,30,3371.447205
0.0,30,3371.44721
0.0,30,3371.447216
0.0,30,3371.447221
0.0,30,3371.608982
0.0,30,3371.609029
0.0,30,3371.609039
0.0,30,3371.609045
0.0,30,3371.609051
0.0,30,3371.609056
0.0,30,3371.609062
0.0,30,3371.609067
0.0,30,3371.698638
0.0,30,3371.698696
0.0,30,3371.698712
0.0,30,3371.698718
0.0,30,3371.698725
0.0,30,3371.69873
0.0,30,3371.698736
0.0,30,3371.698741
0.0,30,3371.784532
0.0,30,3371.784594
0.0,30,3371.784605
0.0,30,3371.784611
0.0,30,3371.784617
0.0,30,3371.784623
0.0,30,3371.784638
0.0,30,3371.784643
0.0,30,3371.87147
0.0,30,3371.871523
0.0,30,3371.871533
0.0,30,3371.87154
0.0,30,3371.871546
0.0,30,3371.871551
0.0,30,3371.871557
0.0,30,3371.871562
0.0,30,3371.955754
0.0,30,3371.955806
0.0,30,3371.955818
0.0,30,3371.955825
0.0,30,3371.955831
0.0,30,3371.955836
0.0,30,3371.955841
0.0,30,3371.955847
0.0,30,3372.039827
0.0,30,3372.039883
0.0,30,3372.039893
0.0,30,3372.0399
0.0,30,3372.039906
0.0,30,3372.039915
0.0,30,3372.039921
0.0,30,3372.039926
0.0,30,3372.122444
0.0,30,3372.122492
0.0,30,3372.122501
0.0,30,3372.122507
0.0,30,3372.122513
0.0,30,3372.122518
0.0,30,3372.122523
0.0,30,3372.122529
0.0,30,3372.205263
0.0,30,3372.205314
0.0,30,3372.205324
0.0,30,3372.20533
0.0,30,3372.205337
0.0,30,3372.205342
0.0,30,3372.205347
0.0,30,3372.205352
0.0,30,3372.28509
0.0,30,3372.285116
0.0,30,3372.285124
0.0,30,3372.285131
0.0,30,3372.285136
0.0,30,3372.285141
0.0,30,3372.285146
0.0,30,3372.285151
0.0,30,3372.371322
0.0,30,3372.371375
0.0,30,3372.371387
0.0,30,3372.371394
0.0,30,3372.3714
0.0,30,3372.371406
